text,transitivity,gpt_transitivity,causativity,gpt_causativity,subject_animacy,gpt_subject_animacy,subject_role,gpt_subject_role,gpt_subject,gpt_verb,gpt_object
"Sadly, if you're uploading from iOS or Android, this limit is still applicable.",intransitive,intransitive,causative,causative,animate,inanimate,agent,patient,this limit,is,
"Want to stream 4K video, while someone else is using a data-hungry program that's uploading to the internet? Say no more.",intransitive,transitive,causative,causative,inanimate,inanimate,agent,agent,you,Say,no more
Hopefully this photo is more clear - not sure why they're uploading blurry...,intransitive,intransitive,causative,causative,inanimate,inanimate,patient,patient,this photo,is,more clear
"And at least initially, activities recorded with the Fitbit app on Wear watches will not upload to Google Fit.",intransitive,transitive,causative,causative,inanimate,inanimate,patient,agent,activities recorded with the Fitbit app on Wear watches,will not upload,to Google Fit
It will not upload to comments if it is over that size.,intransitive,intransitive,causative,causative,inanimate,inanimate,patient,agent,It,upload,to comments
"If you are trying to do a short sale in CA and you are not a Remax agent, the file will not upload to Equator.",intransitive,transitive,causative,causative,inanimate,animate,patient,agent,you,trying,to do a short sale in CA
Elizabeth has been uploading one throwback bikini post a day since Jan.,transitive,transitive,causative,causative,animate,animate,agent,agent,Elizabeth,uploading,one throwback bikini post a day since Jan
"For about a year now, Herrod has been uploading videos about the pandemic and American politics.",transitive,transitive,causative,causative,animate,animate,agent,agent,Herrod,uploading,videos about the pandemic and American politics
Other opportunists have uploaded their own war forgeries to TikTok.,transitive,transitive,causative,causative,animate,animate,agent,agent,Other opportunists,uploaded,their own war forgeries to TikTok
Sometimes people will upload a game before it's taken down after a year or so.,transitive,transitive,causative,causative,animate,animate,agent,agent,people,upload,a game
"However, it will upload each clip in its entirety.",transitive,transitive,causative,causative,inanimate,inanimate,agent,agent,it,upload,each clip in its entirety
Neil Patrick Harris is uploading himself to The Matrix 4.,transitive,transitive,causative,causative,animate,animate,agent,agent,Neil Patrick Harris,uploading,himself to The Matrix 4
The feature had installed itself automatically on the PS3.,transitive,transitive,causative,causative,inanimate,inanimate,agent,agent,The feature,installed,itself automatically on the PS3
"That is, you'll be offered the Creators Update through Windows Update sometime after the release goes public, when you accept the offer, the update will download itself and get installed on your PC(s).",transitive,transitive,causative,causative,inanimate,inanimate,agent,agent,you,accept,the offer
"The Health Security Agency said a total of 40 countries have uploaded 8,040 BA.2 sequences since Nov.",transitive,transitive,causative,causative,inanimate,inanimate,agent,agent,The Health Security Agency,said,"a total of 40 countries have uploaded 8,040 BA.2 sequences since Nov."
"Other countries that have uploaded more than 100 samples are India (530), Sweden (181), and Singapore (127), the agency said.",transitive,intransitive,causative,causative,inanimate,inanimate,agent,agent,the agency,said,
"Since mid-November, more than three dozen countries have uploaded nearly 15,000 genetic sequences of BA.2 to GISAID, a global platform for sharing coronavirus data.",transitive,transitive,causative,causative,inanimate,inanimate,agent,agent,countries,uploaded,genetic sequences of BA.2 to GISAID
"As per data, between January 1 and 24, a total of 1,98,000 people have uploaded their test results of whom 4,397 are positive.",transitive,intransitive,causative,causative,animate,inanimate,agent,agent,data,have uploaded,their test results
"The seller also claims that this is the "" one and only working Larrabee prototype in the world, "" and they appear to have uploaded a YouTube video showing the GPU installed in a desktop and running on Windows.",transitive,transitive,causative,causative,animate,animate,agent,agent,seller,claims,"that this is the ""one and only working Larrabee prototype in the world"""
"Many of her followers highlight her biracial background admiringly, calling her a "" biracial beauty, "" while others have uploaded tutorials on how to wear makeup to look more like Gu, with "" biracial vibes.",transitive,transitive,causative,causative,animate,animate,agent,agent,followers,highlight,her biracial background
"This meeting includes the landlord, the tenant and a court-trained mediator who makes sure both parties have uploaded the proper paperwork, and sees if they can work out a deal.",transitive,transitive,causative,causative,animate,animate,agent,agent,court-trained mediator,makes sure,both parties have uploaded the proper paperwork
"According to Spotify, there are over 8 million artists on its platform, of which about 2.6 million have uploaded at least ten songs.",transitive,transitive,causative,causative,animate,inanimate,agent,agent,Spotify,are,"over 8 million artists on its platform, of which about 2.6 million have uploaded at least ten songs"
"At the same time, Blizzard boss Mike Ybarra emailed staff saying they'll continue to require vaccination for at least the next few months and that about 80% of their employees in Irvine, Austin, and Albany have uploaded proof of vaccination.",transitive,transitive,causative,causative,animate,animate,agent,agent,Mike Ybarra,emailed,staff
"What they do seem to know is that doctors have uploaded almost 15,000 genetic sequences of BA.2 to a global COVID database shared by researchers around the world.",transitive,transitive,causative,causative,animate,animate,agent,agent,they,know,"that doctors have uploaded almost 15,000 genetic sequences of BA.2 to a global COVID database shared by researchers around the world"
Bristle will upload your test results to your online account.,transitive,transitive,causative,causative,inanimate,animate,agent,agent,Bristle,upload,your test results to your online account
That's when the Webb team will upload observations of galaxy mergers to a website for her and her colleagues to access.,transitive,transitive,causative,causative,animate,animate,agent,agent,Webb team,upload,observations of galaxy mergers
"Typically, Nucleus users will upload their own genetic results previously obtained by an at-home testing company like 23andMe or Ancestry.",transitive,transitive,causative,causative,animate,animate,agent,agent,Nucleus users,upload,their own genetic results previously obtained by an at-home testing company like 23andMe or Ancestry
Sometimes people will upload a game before it's taken down after a year or so.,transitive,transitive,causative,causative,animate,animate,agent,agent,people,upload,a game
"A lot of underground acts have these online haters, and they just will upload random songs and tag the artist, "" he says.",transitive,transitive,causative,causative,animate,animate,agent,agent,he,says,
"His bio stated he'd been uploading music since he was 11 and said he had "" net worth "" that was "" estimated at $100 thousand.",transitive,transitive,causative,causative,animate,animate,agent,agent,His bio,stated,"he'd been uploading music since he was 11 and said he had "" net worth "" that was "" estimated at $100 thousand."
They also claim they have the GTA VI source code and will upload it.,transitive,transitive,causative,causative,animate,animate,agent,agent,They,claim,they have the GTA VI source code and will upload it
"They will upload a video, and two hours later they are swapping thumbnails.",transitive,transitive,causative,causative,animate,animate,agent,agent,They,upload,a video
"After collecting the data, volunteers will upload it to BioBase, which will generate a multilayered map.",transitive,transitive,causative,causative,animate,animate,agent,agent,volunteers,will upload,it to BioBase
"And the way it works is that they will upload a hash to a common database, so basically a digital fingerprint, of that video that then platforms can run any uploads to their platform against.",transitive,transitive,causative,causative,animate,inanimate,agent,agent,they,upload,a hash to a common database
I will upload more footage from these walks on my YouTube channel.,transitive,transitive,causative,causative,animate,animate,agent,agent,I,upload,more footage from these walks on my YouTube channel
The rapper had been uploading videos to TikTok since the end of last year.,transitive,transitive,causative,causative,animate,animate,agent,agent,The rapper,had been uploading,videos to TikTok
He's been uploading videos so students can stay caught up despite quarantine.,transitive,transitive,causative,causative,animate,animate,agent,agent,He,uploading,videos
"Once you've been uploading content regularly, you'll start to notice the trend on how each post performs.",transitive,transitive,causative,causative,animate,animate,agent,agent,you,notice,the trend on how each post performs
The cast members have also been uploading photos onto social media.,transitive,transitive,causative,causative,animate,animate,agent,agent,cast members,uploading,photos onto social media
The parody videos that' Squid Game' viewers have been uploading are so fun.,transitive,transitive,causative,causative,animate,inanimate,agent,agent,The parody videos,are,so fun
Some even think we will eventually upload ourselves into silicon brains or virtual worlds and escape our carbon bodies altogether.,transitive,transitive,causative,causative,animate,animate,agent,agent,we,think,Some even
