text,transitivity,gpt_transitivity,causativity,gpt_causativity,subject_animacy,gpt_subject_animacy,subject_role,gpt_subject_role,gpt_subject,gpt_verb,gpt_object
"Says Gurmeet Choudhary, "" We had a fun time filming this and it's always a pleasure collaborating with Jubin Nautiyal, Tulsi Kumar and Bhushan sir.",transitive,transitive,causative,causative,animate,animate,agent,agent,we,filming,this
Cuoco uploaded a black and white photo taken from their Warner Bros. set and two video clips showing what transpired after they finished filming the series.,transitive,transitive,causative,causative,animate,animate,agent,agent,they,filming,the series
"NCIS and NCIS: LA are both California productions, whereas others of TV's biggest shows film elsewhere, like New York and Chicago.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,agent,others of TV's biggest shows,film,
She's currently filming her upcoming series Night Court.,transitive,transitive,causative,causative,animate,animate,agent,agent,She,filming,her upcoming series Night Court
"Sergei Rosco, a former construction worker whom Stratford filmed before he set off as a volunteer driver, was reported missing and is feared killed.",transitive,transitive,causative,causative,animate,animate,agent,agent,Stratford,filmed,Sergei Rosco
"Teresa and her ex-husband Joe Giudice also share another daughter, Gabriella, 17, who has opted to mostly stay out of the limelight except for when the family is filming content for the Bravo series.",transitive,transitive,causative,causative,animate,animate,agent,agent,the family,filming,content
"In the centuries since, several movies have been filmed on the castle's grounds, including, ""Dragonheart"", ""The Lion in Winter"",  and  ""The Last Legion"".",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,several movies,filmed,
"And then when Zedd was filming his scene where he's playing the piano, he had another moment of inspiration at the last possible second.",transitive,transitive,causative,causative,animate,animate,agent,agent,Zedd,filming,his scene
"Contains: Romance between food correspondent and chef, filming a holiday special.",transitive,transitive,causative,causative,animate,animate,agent,agent,food correspondent and chef,filming,a holiday special
Meghan often flew to the United Kingdom for only a few days at a time between Suits filming.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,Suits,filming,
"(and yes, parts were filmed in the Navajo Nation.) ",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,parts,filmed,
"In the 15-second clip, filmed in a living room, the kids stood in a line before their grandfather, spinning away from the camera as Winkler dramatically sashayed out of the frame as the beat dropped.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,clip,filmed,
"The Duke and Duchess of Sussex are using their platform and Archewell foundation to engage with communities, filming a Netflix series, exploring their own personal ventures (hello, Meghan's upcoming podcast!), and raising their two children, 3-year-old son Archie and 1-year-old daughter Lilibet.",transitive,transitive,causative,causative,animate,animate,agent,agent,The Duke and Duchess of Sussex,filming,a Netflix series
It was a wonderfully weird start to the newest season that was filmed back-to-back after the previous one.,intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,that,filmed,
"As part of an exclusive roundtable interview with the OG Hocus Pocus stars (dropping Thursday), the actor tells EW that he wasn't just running on Halloween energy on the set of the 1993 Disney classic -- the then-16-year-old was actually high while filming a key scene for the film.",transitive,intransitive,causative,anticausative,animate,animate,agent,patient,the then-16-year-old,filming,
"They've been filming their longest season to date, and were still wrapping things up in February, when the Montreal native spoke with TV Insider.",transitive,transitive,causative,causative,animate,animate,agent,agent,They,filming,their longest season to date
So a lot of it was filmed at our training camp down in Rensselaer (Ind.).,intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,a lot of it,filmed,
"Cranston's and Paul's scenes were filmed in secrecy, though the producers later decided to tease their appearance.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,Cranston's and Paul's scenes,filmed,
"In the episode, Friedle, who played Eric Matthews, recalled his first onscreen kiss, which was filmed when he was 17 years old.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,his first onscreen kiss,filmed,
"Older films such as "" The Milagro Beanfield War "" -- filmed in Truchas and directed by Robert Redford in 1988 -- shine a deserving light on northern New Mexico, but southern New Mexico's contributions are no less noteworthy.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,"Older films such as ""The Milagro Beanfield War""",filmed,
"This footage, filmed by Chook Wilson, shows deep floodwaters on Moore Street in the town of Goomeri.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,This footage,filmed,
"Some of the movie scenes were filmed in the same apartment where Monroe had lived with her mentally ill mother, as well as in the same room where she died.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,Some of the movie scenes,filmed,
A handful of counter-demonstrators intermingled with the protesters talking with them or filming.,intransitive,intransitive,causative,anticausative,animate,animate,agent,agent,A handful of counter-demonstrators,filming,
"The special will feature bonus tributes from some of Macdonald's friends -- Dave Chappelle, David Letterman, Conan O'Brien, Adam Sandler, Molly Shannon, and David Spade -- filmed in Netflix's recent "" Netflix is a Joke: The Festival.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,The special,filmed,
"Jessica Corey telling me,' You know you really should not have filmed him, You really should not have taken your phone and started taking footage of him because you probably triggered him,' "" Lee recounted to ABC.",transitive,transitive,causative,causative,animate,animate,agent,agent,you,filmed,him
"The crew filmed in Serbia because of its relatively low cost, scenery that could resemble Ukraine, and, according to McAleer, the ability to cast in a way to help depict Hunter's lifestyle.",intransitive,intransitive,causative,anticausative,animate,animate,agent,agent,The crew,filmed,
Super 8 follows a group of teens who are filming their own movie when a train derails and a dangerous presence begins stalking their town.,transitive,transitive,causative,causative,animate,animate,agent,agent,a group of teens,filming,their own movie
"Marshall posted a picture of a sign at Pinewood Studios to Twitter, where the movie is currently filming.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the movie,filming,
"The equally, if metaphorically, bone-crushing act of locking people out of the financial system mark-of-beast style is less easily filmed or tweeted.",intransitive,transitive,causative,causative,inanimate,inanimate,patient,patient,"The equally, if metaphorically, bone-crushing act of locking people out of the financial system mark-of-beast style",filmed,less easily
"After filming in Chicago, the production returned to L.A., where, after a break due COVID, it was completed in 2021.",intransitive,intransitive,causative,anticausative,animate,inanimate,agent,patient,the production,filming,
"On February 25th, some 20 masked thieves broke on to the set of the production of popular Netflix show Lupin while it was filming in a Parisian suburb.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,it,filming,
The professional theatre company filmed the 10-episode series during the initial pandemic shut down and made them available as a means to stay connected to current patrons while the theatres were closed to in-person performances.,transitive,transitive,causative,causative,animate,animate,agent,agent,The professional theatre company,filmed,the 10-episode series
She was just filming.,intransitive,intransitive,causative,anticausative,animate,animate,agent,agent,She,filming,
"Berlant's special, her first solo stand-up set, was filmed in 2019.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,"Berlant's special, her first solo stand-up set",filmed,
"While filming, she wanted the gray to blend in with her blonde, "" explains Martin, who intentionally allowed grays to sit alongside Parker's blonder highlights.",intransitive,intransitive,causative,anticausative,animate,inanimate,agent,patient,filming,filming,
"We were filming in the rehearsals, and we were headed back for the opening night -- and then we know what happened.",intransitive,intransitive,causative,anticausative,animate,animate,agent,agent,We,filming,
"After leaving the Capitol, Ochs filmed himself and DeCarlo on the streets of Washington and said, "" As we've been saying all day, we came here to stop the steal.",transitive,transitive,causative,causative,animate,animate,agent,agent,Ochs,filmed,himself and DeCarlo
"In case you're wondering, the cameraman is clearly not filming him.",transitive,transitive,causative,causative,animate,animate,agent,agent,the cameraman,filming,him
John was filming the song' Sandy' and I strutted on set.,transitive,transitive,causative,causative,animate,animate,agent,agent,John,filming,the song 'Sandy'
Driving video was filmed with professional drivers on a closed course designed for testing purposes.,intransitive,transitive,causative,causative,inanimate,inanimate,agent,patient,Driving video,filmed,with professional drivers on a closed course designed for testing purposes
"It was kind of like filming a play, because everyday we do about 10 pages and everybody had to have a close up, "" he recalls.",transitive,transitive,causative,causative,animate,inanimate,agent,agent,it,filming,a play
"In addition to his own solo set, Bentley is also co-hosting the televised special -- which was filmed in Nashville, Tennessee, during the annual four-day CMA Fest back in June -- with his "" Worth a Shot "" duet partner, Elle King.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,the televised special,filmed,
"Alternatively, get a 3.5mm extension cable and you can try using the mic on the end of a boom pole for recording audio in a conversation you're filming.",transitive,transitive,causative,causative,animate,animate,agent,agent,you,filming,a conversation
"And she said, "" No, seriously, have you ever been in a film? "" He said, "" My dad films my birthdays.",transitive,transitive,causative,causative,animate,animate,agent,agent,my dad,films,my birthdays
"The newlyweds began their relationship in the summer of 2020, right around when Berner began filming season 5 of Summer House.",transitive,transitive,causative,causative,animate,animate,agent,agent,Berner,filming,season 5 of Summer House
"But this all happened after the film was not only filmed, but edited and mixed and done...",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,the film,filmed,
"Now, Kimberly is traveling to Tanzania to meet up with Usman as he films a new music video in Before the 90 Days Season 5.",transitive,transitive,causative,causative,animate,animate,agent,agent,he,films,a new music video
"""She also shared an update about the shooting for the film in the hashtags -- "" currently filming, "" "" Taali, "" "" Shreegauri Sawant "" and "" biopic.",transitive,intransitive,causative,anticausative,animate,inanimate,agent,patient,the shooting for the film,filming,
Fans were delighted in the summer of 2021 when the stars of P-Valley returned to Atlanta to begin filming the second season of the series.,transitive,transitive,causative,causative,animate,animate,agent,agent,the stars of P-Valley,filming,the second season of the series
Leonel Alvarado filmed footage showing his journey through smoke-filled Louisville on Thursday.,transitive,transitive,causative,causative,animate,animate,agent,agent,Leonel Alvarado,filmed,footage
"And it was very complicated because not only was the story out of order in the script, but we then filmed the scripts...",transitive,transitive,causative,causative,animate,animate,agent,agent,we,filmed,the scripts
"While filming that sequence was heavy on both Anitas (even with the 2021 movie's provision of an intimacy coordinator, a job Moreno had never even heard of), the new film is a lot more unflinching in calling out the characters for their actions.",transitive,intransitive,causative,anticausative,animate,inanimate,agent,patient,filming that sequence,filming,
"For instance, when Jennifer Lawrence filmed a nude scene in Red Sparrow, she felt so at ease that everyone around started to feel uncomfortable.",transitive,transitive,causative,causative,animate,animate,agent,agent,Jennifer Lawrence,filmed,a nude scene
"Only this time, it was the driver who had no clue he was being filmed.",intransitive,transitive,causative,causative,animate,animate,patient,patient,he,filmed,him
Okonma actually spoke at Abloh's funeral shortly after this segment was filmed.,intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,this segment,filmed,
"After the videotaping memo came out in 2006, Belichick sent the NFL after the Jets who were filming the Patriots signals from the sidelines.",transitive,transitive,causative,causative,animate,animate,agent,agent,the Jets,filming,the Patriots signals
Jared is known for going over the top with his method acting by faking a limp off-screen and forcing crew members to push him around in a wheelchair while filming Morbius.,transitive,intransitive,causative,anticausative,animate,inanimate,agent,patient,Morbius,filming,
"In upstate New York, though, Democrat Pat Ryan and his campaign team were scrambling to deliver a more potent reply, posting online an ad they had filmed shortly after the court's draft opinion had leaked weeks earlier.",transitive,transitive,causative,causative,animate,animate,agent,agent,they,filmed,an ad
"Charles Childs Jr., director of the funeral home where the NBC show was filming, exclusively told Fox News Digital that shortly before a suspect fired shots near the set, the cast had been practicing extinguishing a real fire while a separate incident was reported down the block.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the NBC show,filming,
"Shields was only 14 when she filmed "" The Blue Lagoon, "" a movie that helped launch her lengthy Hollywood career.Getty ImagesAtkins said he and Shields were directed to tan nude before filming.Bobby Bank/Getty Images # He shared that he was raised in a conservative area, which made him feel strange about being naked in front of others.",transitive,transitive,causative,causative,animate,animate,agent,agent,Shields,filmed,"""The Blue Lagoon"""
"It seems as though the creators wanted to actually build worlds for the actors to act in, as opposed to making them imagine it while they filmed only to add in backgrounds and effects later.",intransitive,intransitive,causative,anticausative,animate,animate,agent,agent,they,filmed,
"No one would look to Jason Manford for confrontational edginess or topical satire, but this set filmed in Sheffield during his recent Like Me tour showcases his everyman persona and gentle observational style admirably.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,this set,filmed,
"And thanks to Kolstein's musicians fund, which paid for the onsite cameras and sound equipment, the shows are filmed and posted on YouTube, giving the performers a broader audience.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,the shows,filmed,
"Keep in mind that she was taking home a whopping $50,000 per episode of Victorious during the time she was filming for Nickelodeon.",intransitive,intransitive,causative,anticausative,animate,animate,agent,patient,she,filming,
Dude Perfect filmed a video here recently.,transitive,transitive,causative,causative,animate,animate,agent,agent,Dude Perfect,filmed,a video
"The videos, which were reportedly shared on Facebook and WhatsApp groups several days ago, show a couple having sex in their private outdoor jacuzzi as another person films them from above.",transitive,transitive,causative,causative,animate,animate,agent,agent,another person,films,them
"NBCU's "" La Brea "" and "" Clickbait "" series were filmed in Victoria.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,"NBCU's ""La Brea"" and ""Clickbait"" series",filmed,in Victoria
This comes as a shock to many as the film had already finished filming and was nearly at the end of post-production.,intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the film,filming,
I'm filming a movie here.,transitive,transitive,causative,causative,animate,animate,agent,agent,I,filming,a movie
"Teeing up the live premiere of a new song called "" Sidelines, "" Bridgers teased one of her bandmates: "" Are you nervous? It's not like anybody's filming this.",transitive,intransitive,causative,anticausative,animate,inanimate,agent,patient,anybody,filming,
"Full-on production with a bulk of the cast returning is scheduled for July 21 in Budapest, Hungary, which is where the 2021 title also filmed.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the 2021 title,filmed,
"The soldiers were taken prisoner, but the incident, which was filmed, has come to represent the resilience and style with which many Ukrainians, including their president, have coped with a war they did not want.",intransitive,intransitive,causative,anticausative,inanimate,inanimate,patient,patient,the incident,filmed,
The civil suit claims that A.B. believes that Weinberg filmed portions of the encounter without her consent.,transitive,transitive,causative,causative,animate,animate,agent,agent,Weinberg,filmed,portions of the encounter
"Meanwhile, the last part of the Munich project is filming in Prague.",intransitive,intransitive,anticausative,anticausative,inanimate,inanimate,patient,patient,the last part of the Munich project,filming,
"He was filmed having a Facetime conversation with his daughter Nikita, who said hello to Redmond.",intransitive,transitive,causative,causative,animate,animate,patient,patient,He,filmed,having a Facetime conversation with his daughter Nikita
"The married leader, who is one of the world's youngest heads of state, said she was aware she was being filmed as she danced with friends in the apartment -- but had no idea the footage would be made public.",intransitive,intransitive,causative,anticausative,animate,animate,patient,patient,she,filmed,
"After filming the audition rounds for the show and completing the selection of the 12 finalists, I did not follow competition production protocols, preventing me from being able to judge the competition fairly, "" he continued in the statement.",transitive,transitive,causative,causative,animate,animate,agent,agent,I,filming,the audition rounds for the show
"A male voice can be heard asking them if they are filming themselves while eating, before making a homophobic comment.",transitive,transitive,causative,causative,animate,animate,agent,agent,they,filming,themselves
